id,string1,string2,distance,similarity,substring
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?18421834,25,19,BTO
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?18588135,26,16,BTO
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?22793384.3,26,16,BTO
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?22831976.2,25,19,BTO
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?22982117,25,19,BTO
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?23038285,25,19,BTO
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?23045949.2,25,19,BTO
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?23054288,25,19,BTO
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?23186489.2,25,19,BTO
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/BUNDEL POWEREDGE VRTX RACK,24,23," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/Dell 210-ABCT?18183625,25,19,BTO
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/Dell 210-ABCT?18243222.2,24,23,BTO
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/Dell PowerEdge VRTX,27,13," VRTX"
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/Dell PowerEdge VRTX chasis,28,10," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/Dell PowerEdge VRTX chasis para rack,31,21," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/Dell PowerEdge VRTX rack,28,10," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/Dell PowerEdge VRTX Rack Chassis,28,20," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/PowerEdge VRTX chasis para rack,28,18," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,cs/PowerEdge VRTX chasis para rack,28,18," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/PowerEdge VRTX Rack,25,19," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/PowerEdge VRTX Rack Chassis,25,19," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,cs/Poweredge VRTX rack chassis,25,19," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/PowerEdge VRTX Rack Chassis[Dell Powe,33,18," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/PowerEdge VRTX Rack for blades,26,21," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,DELL POWEREDGE VRTX 10X1TB NLSAS 5Y BASI,29,28," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,DELL POWEREDGE VRTX CHASSIS RA CK,17,48," VRTX CHASSIS "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,DELL POWEREDGE VRTX RACK,23,26," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,DELL PowerEdge VRTX Rack,25,19," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,DELL PowerEdge VRTX Rack Gehaeuse,25,24," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,DELL POWEREDGE VRTX WITH 2XM630P 5Y PROP,29,28," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,HC (Gii: 102421482) VRTX,27,13," VRTX"
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,HC (Gii: 102481160) VRTX Rack Chassis,31,16," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,HC GII 102855840 VRTX,27,13," VRTX"
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,HC(EQ:101390414/2)VRTX,29,6,VRTX
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,HC(GII:101250146/2)VRTX,30,3,VRTX
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,JS (Gii: 102174427.1) VRTX Rack + M630,32,16," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,JS (Gii: 102174430.1) VRTX Rack + M630,32,16," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,LM (GIIQuote:101475038.2) VRTX,29,6," VRTX"
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,MS(Gii:100987176) VRTX,29,6," VRTX"
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,POWEREDGE VRTX CHASSIS RACK,15,52," VRTX CHASSIS "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,POWEREDGE VRTX CHASSIS RACK CO NFIGURATION RACK POWEREDGE VRT,45,26," VRTX CHASSIS "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,PowerEdge VRTX obudowa do monta¿u w szafie serwerowej,48,9," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,PowerEdge VRTX obudowa do montau w szafie serwerowej,47,10," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,POWEREDGE VRTX RACK,21,32," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,PowerEdge VRTX Rack,24,23," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,PowerEdge Vrtx Rack,27,13," V"
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,PowerEdge VRTX Rack-Gehäuse,24,23," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,POWEREDGE VRTX RACK CHASSIS,21,32," CHASSIS"
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,PowerEdge VRTX Rack Chassis,24,23," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,PowerEdge VRTX Rack Chassis [Dell PowerEdge VRTX],42,14," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,"PowerEdge VRTX Rack Chassis, PM#3652724",33,15," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,PowerEdge VRTX Rack Gehäuse,24,23," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,PS (Gii 103077371) VRTX Rack Chassis,30,17," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,SL (Gii 103233836) VRTX Rack Chassis,30,17," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,SL (Gii: 102981801) VRTX Rack Chasis,31,14," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,SL (Gii: 102981850) VRTX Rack Chasis,31,14," VRTX "
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,Tarnybiniu stociu moduline talpykla,33,6,T
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,VRTX(giiquote:100380273/12),30,3,VRTX
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,ZR (Gii 103181821) VRTX Rack Chassis,30,17," VRTX "
210-ANLW,LB(Gii:103666363) EMC XC640ENT,BASE HCI XC640ENT ESXI,24,20," XC640ENT"
210-ANLW,LB(Gii:103666363) EMC XC640ENT,"BASE,HCI,XC640ENT,ESXI DELL EMC XC640",29,22," EMC XC640"
210-ANLW,LB(Gii:103666363) EMC XC640ENT,CH (Gii 103270187) XC640ENT,14,53," XC640ENT"
210-ANLW,LB(Gii:103666363) EMC XC640ENT,CH(Gii:103543219) XC640ENT,12,60," XC640ENT"
210-ANLW,LB(Gii:103666363) EMC XC640ENT,DELL EMC XC640ENT F R ESXI [DELL EMC XC,34,13," EMC XC640ENT"
210-ANLW,LB(Gii:103666363) EMC XC640ENT,DELL EMC XC640ENT FOR ESXI,26,13," EMC XC640ENT"
210-ANLW,LB(Gii:103666363) EMC XC640ENT,DELL EMC XC640ENT POUR ESXI [D ELL EMC XC640 - ULTIMATE,42,24," EMC XC640ENT"
H500S-MODEL-P,HCI M StorageNode,H50CS-MODEL-P,15,12,H
VX14G2SLOWFREQHS,VxRail 14G 2S LOW FREQ HEATSINK,VXRAIL 14G 2S LOW FREQ HEATSINK,4,87," 14G 2S LOW FREQ HEATSINK"
VX14GDRVBLANK,VxRail 14G DRIVE BLANK,VXRAIL 14G DRIVE BLANK,4,82," 14G DRIVE BLANK"
Q9J75A,HPE OmniStack 16-22c 1P Small SW/Promo,OmniStack 16-22c 1P Small SW/Promo,4,89,OmniStack 16-22c 1P Small SW/Promo
88033KRM,FusionSphere Virtualization Suite Advanced Edition1Y subs,FS0S6FVASA01,51,11,F
PR4110SV8C21-2,VxRail-500 Intel CPU 4110 8C 2.1GHz2ndH,VXRAIL-500 INTEL CPU 4110 8C 2,17,56," CPU 4110 8C 2"
PR6126GD12C26,VXRAIL-500 INTEL CPU 6126 12C 2.6 GHz H,VXRAIL 500 Xeon Gold/6126/2.6GHz Flash Drive Array,33,34,VXRAIL
HBA330CTRL1SH,VxRail-500 PercHBA330RAIDCTR MINI12Gb 1S,VXRAIL-500 PERCHBA330RAIDCTR MINI12GB 1S,8,80,HBA330RAIDCTR MINI12G
D:PF-VSAN-SOL-ID,=>>PRIMEFLEX FOR VMWARE VSAN SOL,FUJITSU VMW VSAN 6.2 ADV for 1 CPU,30,12," VSAN "
D:PF-VSAN-SOL-ID,=>>PRIMEFLEX FOR VMWARE VSAN SOL,PRIMEFLEX FOR VMWARE,12,63,PRIMEFLEX FOR VMWARE
D:PF-VSAN-SOL-ID,=>>PRIMEFLEX FOR VMWARE VSAN SOL,PRIMEFLEX FOR VMWARE VSAN SOL ID - D:PF-VSAN-SOL-ID,25,51,PRIMEFLEX FOR VMWARE VSAN SOL
210-ANLX,JH(Gii:103781403) XC640ENT,RS(Gii:103424309) XC640ENT,7,73,) XC640ENT
H500S-MODEL-P,HCI M StorageNode,H50CS-MODEL-P,15,12,H
Q9J80A,HPE OmniStack 16-22c 2P Large SW_Promo,OmniStack 16-22c 2P Large SW/Promo,5,87,OmniStack 16-22c 2P Large SW
867158-B21,HPE Apollo r2600 Gen10 24 SFF,HPE Apollo r2600 Gen10 24 SFF Premium Co,11,73,HPE Apollo r2600 Gen10 24 SFF
867158-B21,HPE Apollo r2600 Gen10 24 SFF,HPE Apollo r2600 Gen10 24 SFF Premium Configure-to-order Chassis,35,45,HPE Apollo r2600 Gen10 24 SFF
Q8D87A,HPE SIMPLIVITY 384G 12 DIMM FIO,=>>>HPE SIMPLIVITY 384G 12DIMM FIO,5,85,HPE SIMPLIVITY 384G 12
Q8D87A,HPE SIMPLIVITY 384G 12 DIMM FIO,HPE SIMPLIVITY 384G 12 DIMM,4,87,HPE SIMPLIVITY 384G 12 DIMM
770-BBBM,READYRAILS RAILS STATIQUES RAC KS  2/4 MONTANTS,Dell ReadyRails Static Rails,41,13," R"
770-BBBM,READYRAILS RAILS STATIQUES RAC KS  2/4 MONTANTS,READYRAILS GUIAS,33,30,"READYRAILS "
770-BBBM,READYRAILS RAILS STATIQUES RAC KS  2/4 MONTANTS,ReadyRails guÝas estßticas para racks de 2/4 postes,41,20," 2/4 "
770-BBBM,READYRAILS RAILS STATIQUES RAC KS  2/4 MONTANTS,ReadyRails Static Rails for 2/4-post Racks,40,15," 2/4"
770-BBBM,READYRAILS RAILS STATIQUES RAC KS  2/4 MONTANTS,READYRAILS STATISCHE SCHIENEN F R RACKS,26,45,"READYRAILS "
VXSSD800GB10WPD25U,EMC. VXRAIL 14G CACHE SSD 800GB 10WPD 2.5 U,"800GB 2.5"" SAS Solid State Drive",37,14,"800GB "
02312BVQ,SSD 480GB SATA 6Gb/s Read Intensive S4500 Series 2.5inch(2.5inch Drive Bay) FusionCube,N480SSDW2S45,79,8,SSD
ZU730A,HPE SUPERDOME 2 HW CONFIGURATION SER,HPE SUPERDOME 2 HW CONFI,12,67,HPE SUPERDOME 2 HW CONFI
Q9J72A,HPE OMNISTACK 8-14C 2P LARGE SW/PROMO,HPE OmniStack 8-14c 2P Large SW/Promo,16,57,HPE O
Q9J72A,HPE OMNISTACK 8-14C 2P LARGE SW/PROMO,OmniStack 8-14c 2P Large SW/Promo,20,46," 8-14"
E0K6PLL,IBM PUREDATA SYSTEM FOR ANALYTICS N3001-005 APPLIA,IBM PureData System for Analytics N3001,33,34," N3001"
E0K6PLL,IBM PUREDATA SYSTEM FOR ANALYTICS N3001-005 APPLIA,IBM PUREDATA SYSTEM FOR ANALYTICS N3001-,10,80,IBM PUREDATA SYSTEM FOR ANALYTICS N3001-
E0K6PLL,IBM PUREDATA SYSTEM FOR ANALYTICS N3001-005 APPLIA,PUREDATA SYS ANALYT*CNG12M902,28,44,PUREDATA SYS
NX-1175S-G5-SW-CM,"NUTANIX HARWARE PLATFORM* NX-1175S-G5, 1 NODE NUTA","Nutanix Hardware Platform * NX-1175S-G5, 1 Node Nutanix Software * Foundation - Hypervisor Agnostic Installer * Controll",94,22,"* NX-1175S-G5, 1 N"
NX-1175S-G5-SW-CM,"NUTANIX HARWARE PLATFORM* NX-1175S-G5, 1 NODE NUTA",Nutanix HW Platform NX-1175S-G5,32,36," NX-1175S-G5"
Q9J68A,HPE OMNISTACK 8-14C 2P SMALL,HPE OMNISTACK 8-14C 2P SMALL SW/PROMO,9,76,HPE OMNISTACK 8-14C 2P SMALL
Q9J68A,HPE OMNISTACK 8-14C 2P SMALL,HPE OmniStack 8-14c 2P Small SW/Promo,21,43,HPE O
E0FYRLL,PureData12 SQAPLBCSV,IBM PUREDATA SYSTEM FOR ANALYTICS N2001-010 APPLIA,43,14," S"
VX14G2SLOWFREQHS,VxRail 14G 2S LOW FREQ HEATSINK,VXRAIL 14G 2S LOW FREQ HEATSINK,4,87," 14G 2S LOW FREQ HEATSINK"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,(GIIQuote:99573434.6) BTO PowerEdge FX2  Ready Rails  DualPSU 2000W  3Yr PRO4HR,67,15," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,(GIIQuote:100207760.6) FX2,32,9," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,(GIIQuote:100626133/7) FX2,31,11," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,:SNCF:DELL PowerEdge FX2 Chassis SD 2GB,32,18," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,:UNIHA:DELL PowerEdge FX2 Chassis,33,6," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,AS (Gii 103333783) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?17880671/2,28,20,671
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?17981851.6,28,20,17
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?17981851.6.B,28,20,17
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18001110.2,28,20,.2
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18341821,30,14,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18341821.B,29,17,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18351845,30,14,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18502024,29,17,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18502024.B,28,20,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?23059970,30,14,23
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?23182264.3,29,17,23
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?23295859,30,14,23
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/Dell 210-ABUX?18195516.3,29,17,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/Dell 210-ABUX?18237499,30,14,23
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/Dell PowerEdge FX2 Chassis,31,11," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/Dell PowerEdge FX2 Chassis for up to,32,20," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/PowerEdge FX2 Chassis,27,23," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,CS/Dell PowerEdge FX2,31,11," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,CS/PE FX2 Chassis 3Y PS,28,20,"E FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,CS/PowerEdge FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,DELL BTO PowerEdge FX2 [PowerEdge FX2,28,24," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,DELL FX 2 + 3 NODES,29,17," FX"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,DELL POWEREDGE FX2,21,40," POWEREDGE FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,Dell PowerEdge FX2,28,20," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,HC (Gii 103139470/3) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,HC(GII:100581062.11)FX2,31,11,FX2
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,LB(Gii:103399399.3) FX2,32,9," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,LM  (GIIQuote:101074959.15) FX2,31,11," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,POWEREDGE FX2,22,37,POWEREDGE FX2
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,PowerEdge FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,POWEREDGE FX2 CHASSIS FX2S 2*2 000W 1XCMC 2X1GBE PASS TROUGH,48,20,"POWEREDGE FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,POWEREDGE FX2 CHASSIS FX2S 2X2 000W 1XCMC 2GB SD 2*PASS TRI,46,22,"POWEREDGE FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,Poweredge Fx2 Configurato,30,14," F"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,PP (Gii 102972244) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,PP (Gii 103241233) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,PS (Gii: 102490442) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,SL (Gii: 102759314/4) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,SL (Gii: 102941100) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,SL (Gii: 102941199) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii 103094518) PowerEdge FX2,31,11," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii 103187182) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii 103333348.1) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii: 102562678) FX2 Chassis,32,9," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii: 102562732) FX2 Chassis,31,11," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii: 102824121) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,(GIIQuote:99573434.6) BTO PowerEdge FX2  Ready Rails  DualPSU 2000W  3Yr PRO4HR,67,15," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,(GIIQuote:100207760.6) FX2,32,9," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,(GIIQuote:100626133/7) FX2,31,11," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,:SNCF:DELL PowerEdge FX2 Chassis SD 2GB,32,18," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,:UNIHA:DELL PowerEdge FX2 Chassis,33,6," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,AS (Gii 103333783) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?17880671/2,28,20,671
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?17981851.6,28,20,17
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?17981851.6.B,28,20,17
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18001110.2,28,20,.2
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18341821,30,14,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18341821.B,29,17,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18351845,30,14,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18502024,29,17,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18502024.B,28,20,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?23059970,30,14,23
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?23182264.3,29,17,23
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?23295859,30,14,23
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/Dell 210-ABUX?18195516.3,29,17,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/Dell 210-ABUX?18237499,30,14,23
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/Dell PowerEdge FX2 Chassis,31,11," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/Dell PowerEdge FX2 Chassis for up to,32,20," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/PowerEdge FX2 Chassis,27,23," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,CS/Dell PowerEdge FX2,31,11," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,CS/PE FX2 Chassis 3Y PS,28,20,"E FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,CS/PowerEdge FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,DELL BTO PowerEdge FX2 [PowerEdge FX2,28,24," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,DELL FX 2 + 3 NODES,29,17," FX"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,DELL POWEREDGE FX2,21,40," POWEREDGE FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,Dell PowerEdge FX2,28,20," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,HC (Gii 103139470/3) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,HC(GII:100581062.11)FX2,31,11,FX2
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,LB(Gii:103399399.3) FX2,32,9," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,LM  (GIIQuote:101074959.15) FX2,31,11," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,POWEREDGE FX2,22,37,POWEREDGE FX2
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,PowerEdge FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,POWEREDGE FX2 CHASSIS FX2S 2*2 000W 1XCMC 2X1GBE PASS TROUGH,48,20,"POWEREDGE FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,POWEREDGE FX2 CHASSIS FX2S 2X2 000W 1XCMC 2GB SD 2*PASS TRI,46,22,"POWEREDGE FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,Poweredge Fx2 Configurato,30,14," F"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,PP (Gii 102972244) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,PP (Gii 103241233) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,PS (Gii: 102490442) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,SL (Gii: 102759314/4) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,SL (Gii: 102941100) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,SL (Gii: 102941199) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii 103094518) PowerEdge FX2,31,11," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii 103187182) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii 103333348.1) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii: 102562678) FX2 Chassis,32,9," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii: 102562732) FX2 Chassis,31,11," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii: 102824121) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,(GIIQuote:99573434.6) BTO PowerEdge FX2  Ready Rails  DualPSU 2000W  3Yr PRO4HR,67,15," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,(GIIQuote:100207760.6) FX2,32,9," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,(GIIQuote:100626133/7) FX2,31,11," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,:SNCF:DELL PowerEdge FX2 Chassis SD 2GB,32,18," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,:UNIHA:DELL PowerEdge FX2 Chassis,33,6," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,AS (Gii 103333783) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?17880671/2,28,20,671
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?17981851.6,28,20,17
